@relation caracteristicas

@attribute laranjaLaranja real
@attribute amareloLimao real
@attribute verdeLaranja real
@attribute verdeLimao real
@attribute classe {Limao, Laranja}

@data
1.5321824381926685,40.238064791133844,0.0,0.0,Laranja
8.161366813099042,51.26035842651757,7.110348442492012,0.4794453873801917,Laranja
24.06269743357694,30.201200823031215,0.28024895840448055,0.5212513233385697,Laranja
6.898094564471879,69.35483690915066,0.0,5.135102309099223E-4,Laranja
7.550015257857797,11.641338622724035,0.5874275251754654,0.12200183094293561,Laranja
14.517269901326754,18.418571654776986,1.2017988699246616,4.612703346889792,Laranja
15.690612244897958,35.25204081632653,4.081632653061224E-4,0.0,Laranja
16.120772594126084,12.612766615412369,0.02845472584676969,5.154063549603567E-4,Laranja
4.048631736398072,22.827103599919653,16.92880210724671,3.372735104357974,Laranja
5.221811930338541,34.63630676269531,0.0041961669921875,0.0072479248046875,Laranja
5.322377257658893,33.89383843291165,0.05516141784788904,0.016720091576487326,Laranja
5.57240959666203,35.75843184979138,3.1334753129346313,0.04857006258692629,Laranja
5.388288024943973,34.05003951627746,5.968040533956933,0.3404895687853887,Laranja
15.735677848562496,30.968052845624015,0.0,0.0,Laranja
19.294140625,20.532942708333334,0.0,1.3020833333333333E-4,Laranja
13.50397691827823,8.266239082969433,10.390673736743604,7.15845290081098,Laranja
6.712518395879323,51.98781272994849,0.0014716703458425313,0.10821376011773363,Laranja
4.921934125882946,10.974453676841573,1.0289874495459133,0.544647925075681,Laranja
3.96019090077732,23.007778762129757,0.40413007100035564,0.0,Laranja
0.8378597018375129,11.326571539282535,11.352744033011332,3.144438175131372,Laranja
16.175509657813837,9.638820986998265,4.920426856870687E-5,3.4442987998094813E-4,Laranja
0.6056770833333334,88.57494791666667,0.0,0.0,Laranja
4.310522762345679,18.09669174382716,0.00308641975308642,0.01596257716049383,Laranja
11.314621913580247,37.580954218106996,0.36336162551440326,0.2023533950617284,Laranja
6.148193359375,13.6314697265625,7.32421875E-4,1.220703125E-4,Laranja
2.8348852086950234,14.767286512586805,4.055122092918113,3.790495130750868,Laranja
5.867222850678733,42.300763574660635,5.656108597285067E-4,0.02050339366515837,Laranja
1.7099247685185184,27.888310185185183,0.0,4.3402777777777775E-4,Laranja
30.67603263088602,10.645868226549675,0.0,0.0,Laranja
5.185185185185185,0.6511111111111111,0.21351851851851852,0.054814814814814816,Laranja
0.14028897849462366,52.65826612903226,14.998655913978496,9.217965949820789,Laranja
4.611835106382979,40.58615359042553,0.0,0.0,Laranja
7.164647272279969,26.963220370256476,0.0,0.0,Laranja
7.048708166502984,20.33768980886908,0.0,0.0,Laranja
12.61740902646503,19.6156146620983,7.430920663988657,6.31922702032136,Laranja
6.450016931254885,71.36750739225972,1.0939911451119309,0.009652397645025955,Laranja
1.8892187500000002,21.2984375,0.0,0.0,Laranja
1.393634575638376,64.28886925795054,0.7658843922928195,0.46544769651310086,Laranja
8.047008514404297,57.759761810302734,0.0,0.0,Laranja
2.8541300175915563,17.30669278746202,3.6657404445865986,1.7336678394370701,Laranja
3.6336749260402805,52.38876369385198,3.3306096347875515E-4,0.01586581316935161,Laranja
36.63436942872645,2.342144019843423,3.10053484226029E-4,3.10053484226029E-4,Laranja
27.28732638888889,15.06076388888889,0.0,0.0,Laranja
4.619416246798908,39.5462500197077,0.0014302156134498828,2.3994400762181045,Laranja
0.5746712802768167,18.651349480968857,12.8481660899654,0.20262975778546716,Laranja
